currency,date,rate
USD,2021-08-09 23:11:40.044820,0.025
USD,2021-08-10 23:11:40.044820,0.02370625899885817
USD,2021-08-11 23:11:40.044820,0.023861512954906815
USD,2021-08-12 23:11:40.044820,0.02362449743307572
USD,2021-08-13 23:11:40.044820,0.02307021379517477
USD,2021-08-16 23:11:40.044820,0.0233988996059715
USD,2021-08-17 23:11:40.044820,0.024416959220344706
USD,2021-08-18 23:11:40.044820,0.02441807446958367
USD,2021-08-19 23:11:40.044820,0.023152827545139393
USD,2021-08-20 23:11:40.044820,0.023609311775188713
USD,2021-08-23 23:11:40.044820,0.023123977120139465
USD,2021-08-24 23:11:40.044820,0.024215430038382026
USD,2021-08-25 23:11:40.044820,0.023864606368183383
USD,2021-08-26 23:11:40.044820,0.024640830288324003
USD,2021-08-27 23:11:40.044820,0.023395301238925047
USD,2021-08-30 23:11:40.044820,0.025260908096077853
USD,2021-08-31 23:11:40.044820,0.024402216356277148
USD,2021-09-01 23:11:40.044820,0.02379331127706811
USD,2021-09-02 23:11:40.044820,0.024188649216045032
USD,2021-09-03 23:11:40.044820,0.026735031145318763
USD,2021-09-06 23:11:40.044820,0.02667593493197914
USD,2021-09-07 23:11:40.044820,0.026921443590657766
USD,2021-09-08 23:11:40.044820,0.0245070945914444
USD,2021-09-09 23:11:40.044820,0.025511841454764726
USD,2021-09-10 23:11:40.044820,0.025189290681945465
USD,2021-09-13 23:11:40.044820,0.025945206064882792
USD,2021-09-14 23:11:40.044820,0.027840374038893032
USD,2021-09-15 23:11:40.044820,0.026052379729895065
USD,2021-09-16 23:11:40.044820,0.02569952219965808
USD,2021-09-17 23:11:40.044820,0.027028104223338453
USD,2021-09-20 23:11:40.044820,0.02855646085208922
USD,2021-09-21 23:11:40.044820,0.028973316681209
USD,2021-09-22 23:11:40.044820,0.027913257064400142
USD,2021-09-23 23:11:40.044820,0.027045882264095242
USD,2021-09-24 23:11:40.044820,0.026246581630560838
USD,2021-09-27 23:11:40.044820,0.026494959561040546
USD,2021-09-28 23:11:40.044820,0.027040737382302383
USD,2021-09-29 23:11:40.044820,0.027243891119045748
USD,2021-09-30 23:11:40.044820,0.0274201975027657
USD,2021-10-01 23:11:40.044820,0.027819311192281784
USD,2021-10-04 23:11:40.044820,0.026976133419672605
USD,2021-10-05 23:11:40.044820,0.027020421544868292
USD,2021-10-06 23:11:40.044820,0.02485770217386097
USD,2021-10-07 23:11:40.044820,0.02395698060092082
USD,2021-10-08 23:11:40.044820,0.024791775761574875
USD,2021-10-11 23:11:40.044820,0.025332214999106983
USD,2021-10-12 23:11:40.044820,0.02673181783357031
USD,2021-10-13 23:11:40.044820,0.025013233061958982
USD,2021-10-14 23:11:40.044820,0.02586064006185991
USD,2021-10-15 23:11:40.044820,0.024734714026900837
USD,2021-10-18 23:11:40.044820,0.025482855586492055
USD,2021-10-19 23:11:40.044820,0.023301431249849153
USD,2021-10-20 23:11:40.044820,0.022486691743942997
USD,2021-10-21 23:11:40.044820,0.022099989243440567
USD,2021-10-22 23:11:40.044820,0.02029073339338771
USD,2021-10-25 23:11:40.044820,0.0191692167047257
USD,2021-10-26 23:11:40.044820,0.021284602738231254
USD,2021-10-27 23:11:40.044820,0.022405441032199915
USD,2021-10-28 23:11:40.044820,0.022808148464777266
USD,2021-10-29 23:11:40.044820,0.022367685596402006
USD,2021-11-01 23:11:40.044820,0.02184700090779078
USD,2021-11-02 23:11:40.044820,0.021334947912143607
USD,2021-11-03 23:11:40.044820,0.02408075097616333
USD,2021-11-04 23:11:40.044820,0.024613526636642062
USD,2021-11-05 23:11:40.044820,0.025434845877821997
USD,2021-11-08 23:11:40.044820,0.025005790986665364
USD,2021-11-09 23:11:40.044820,0.025130610375274465
USD,2021-11-10 23:11:40.044820,0.025771858985891027
USD,2021-11-11 23:11:40.044820,0.025443188569456446
USD,2021-11-12 23:11:40.044820,0.025658596306759516
USD,2021-11-15 23:11:40.044820,0.02559075483787752
USD,2021-11-16 23:11:40.044820,0.02547731975869658
USD,2021-11-17 23:11:40.044820,0.024861386010009208
USD,2021-11-18 23:11:40.044820,0.02554256094014216
USD,2021-11-19 23:11:40.044820,0.02560457695775847
USD,2021-11-22 23:11:40.044820,0.026682794822253823
USD,2021-11-23 23:11:40.044820,0.027108263886524906
USD,2021-11-24 23:11:40.044820,0.02618881141698718
USD,2021-11-25 23:11:40.044820,0.02663931760069694
USD,2021-11-26 23:11:40.044820,0.027062856228790517
USD,2021-11-29 23:11:40.044820,0.028332628779676156
USD,2021-11-30 23:11:40.044820,0.02864975996256429
USD,2021-12-01 23:11:40.044820,0.02919793966552645
USD,2021-12-02 23:11:40.044820,0.030723413547860654
USD,2021-12-03 23:11:40.044820,0.03191797256526936
USD,2021-12-06 23:11:40.044820,0.03178659963217354
USD,2021-12-07 23:11:40.044820,0.0335828609281419
USD,2021-12-08 23:11:40.044820,0.033361332868403704
USD,2021-12-09 23:11:40.044820,0.03327428560812602
USD,2021-12-10 23:11:40.044820,0.034424168522280835
USD,2021-12-13 23:11:40.044820,0.034477287261513855
USD,2021-12-14 23:11:40.044820,0.032786985373372685
USD,2021-12-15 23:11:40.044820,0.03281921211756944
USD,2021-12-16 23:11:40.044820,0.033045738568807125
USD,2021-12-17 23:11:40.044820,0.03474220997713925
USD,2021-12-20 23:11:40.044820,0.03428313699904354
USD,2021-12-21 23:11:40.044820,0.03308703091532368
USD,2021-12-22 23:11:40.044820,0.0344936573422461
USD,2021-12-23 23:11:40.044820,0.0348695249726162
USD,2021-12-24 23:11:40.044820,0.03603157344250517
USD,2021-12-27 23:11:40.044820,0.03612002663254655
USD,2021-12-28 23:11:40.044820,0.036274524990464
USD,2021-12-29 23:11:40.044820,0.036459760135849256
USD,2021-12-30 23:11:40.044820,0.036507287707879726
USD,2021-12-31 23:11:40.044820,0.03587227443647971
USD,2022-01-03 23:11:40.044820,0.0366055332543195
USD,2022-01-04 23:11:40.044820,0.03572363541620204
USD,2022-01-05 23:11:40.044820,0.034563408955440994
USD,2022-01-06 23:11:40.044820,0.034405986671470545
USD,2022-01-07 23:11:40.044820,0.03658818517655154
USD,2022-01-10 23:11:40.044820,0.033679175838394464
USD,2022-01-11 23:11:40.044820,0.032484434149047184
USD,2022-01-12 23:11:40.044820,0.03011736597475845
USD,2022-01-13 23:11:40.044820,0.030371445154362575
USD,2022-01-14 23:11:40.044820,0.029737346037099002
USD,2022-01-17 23:11:40.044820,0.02783020570499674
USD,2022-01-18 23:11:40.044820,0.028662925394984627
USD,2022-01-19 23:11:40.044820,0.027328044247330138
USD,2022-01-20 23:11:40.044820,0.029732090818319297
USD,2022-01-21 23:11:40.044820,0.03029337672662625
USD,2022-01-24 23:11:40.044820,0.030987440642575005
USD,2022-01-25 23:11:40.044820,0.03066972042077261
USD,2022-01-26 23:11:40.044820,0.03158639651529154
USD,2022-01-27 23:11:40.044820,0.03188888940827094
USD,2022-01-28 23:11:40.044820,0.030417527078082034
USD,2022-01-31 23:11:40.044820,0.029964802694873054
USD,2022-02-01 23:11:40.044820,0.02894977473145636
USD,2022-02-02 23:11:40.044820,0.02858306240206916
USD,2022-02-03 23:11:40.044820,0.0279642047132011
USD,2022-02-04 23:11:40.044820,0.027552249938334394
USD,2022-02-07 23:11:40.044820,0.027438589902285124
USD,2022-02-08 23:11:40.044820,0.02635502133245993
USD,2022-02-09 23:11:40.044820,0.02730042956932561
USD,2022-02-10 23:11:40.044820,0.025118984968659434
USD,2022-02-11 23:11:40.044820,0.02406871842150737
USD,2022-02-14 23:11:40.044820,0.022148149118757718
USD,2022-02-15 23:11:40.044820,0.022739728009072122
USD,2022-02-16 23:11:40.044820,0.022125643670253426
USD,2022-02-17 23:11:40.044820,0.022267806904298165
USD,2022-02-18 23:11:40.044820,0.02124984099954871
USD,2022-02-21 23:11:40.044820,0.021601905030735967
USD,2022-02-22 23:11:40.044820,0.02192893557187184
USD,2022-02-23 23:11:40.044820,0.0221787798851372
USD,2022-02-24 23:11:40.044820,0.023382118591801025
USD,2022-02-25 23:11:40.044820,0.024456652280513233
USD,2022-02-28 23:11:40.044820,0.02383470196630326
USD,2022-03-01 23:11:40.044820,0.02181443395369283
USD,2022-03-02 23:11:40.044820,0.020320043018457166
USD,2022-03-03 23:11:40.044820,0.021072144356425904
USD,2022-03-04 23:11:40.044820,0.020498531154793664
USD,2022-03-07 23:11:40.044820,0.0210600034834456
USD,2022-03-08 23:11:40.044820,0.019239528243316102
USD,2022-03-09 23:11:40.044820,0.019531569666961412
USD,2022-03-10 23:11:40.044820,0.019044663061937524
USD,2022-03-11 23:11:40.044820,0.018618404187585348
USD,2022-03-14 23:11:40.044820,0.0179046328481506
USD,2022-03-15 23:11:40.044820,0.017314781438433468
USD,2022-03-16 23:11:40.044820,0.017899736829763428
USD,2022-03-17 23:11:40.044820,0.019251255864047887
USD,2022-03-18 23:11:40.044820,0.019681572874092598
USD,2022-03-21 23:11:40.044820,0.02076734437687412
USD,2022-03-22 23:11:40.044820,0.021533484085799224
USD,2022-03-23 23:11:40.044820,0.02075350995948574
USD,2022-03-24 23:11:40.044820,0.0196691807387528
USD,2022-03-25 23:11:40.044820,0.02042653325273914
USD,2022-03-28 23:11:40.044820,0.02145721358043662
USD,2022-03-29 23:11:40.044820,0.02388954493455606
USD,2022-03-30 23:11:40.044820,0.02447888255448851
USD,2022-03-31 23:11:40.044820,0.02402158909698394
USD,2022-04-01 23:11:40.044820,0.02403774059705899
USD,2022-04-04 23:11:40.044820,0.02531900514682305
USD,2022-04-05 23:11:40.044820,0.025170899381947356
USD,2022-04-06 23:11:40.044820,0.025342169534502017
USD,2022-04-07 23:11:40.044820,0.021965540842255844
USD,2022-04-08 23:11:40.044820,0.02037028444936514
USD,2022-04-11 23:11:40.044820,0.023038273994336656
USD,2022-04-12 23:11:40.044820,0.022612332675285687
USD,2022-04-13 23:11:40.044820,0.022249950544311888
USD,2022-04-14 23:11:40.044820,0.021631255087861845
USD,2022-04-15 23:11:40.044820,0.02181639789454313
USD,2022-04-18 23:11:40.044820,0.02112037971897307
USD,2022-04-19 23:11:40.044820,0.0201143629576944
USD,2022-04-20 23:11:40.044820,0.019439142651397717
USD,2022-04-21 23:11:40.044820,0.01903155397278997
USD,2022-04-22 23:11:40.044820,0.020347279002867813
USD,2022-04-25 23:11:40.044820,0.0206744995632057
USD,2022-04-26 23:11:40.044820,0.020811704652197352
USD,2022-04-27 23:11:40.044820,0.021158482406188284
USD,2022-04-28 23:11:40.044820,0.02251272091732685
USD,2022-04-29 23:11:40.044820,0.023532607204225862
USD,2022-05-02 23:11:40.044820,0.024024886468556224
USD,2022-05-03 23:11:40.044820,0.023091944744016744
USD,2022-05-04 23:11:40.044820,0.021991134519070733
USD,2022-05-05 23:11:40.044820,0.022875261458204597
USD,2022-05-06 23:11:40.044820,0.02323337408821921
USD,2022-05-09 23:11:40.044820,0.02539355121391457
USD,2022-05-10 23:11:40.044820,0.025169187911605762
USD,2022-05-11 23:11:40.044820,0.025965301740691293
USD,2022-05-12 23:11:40.044820,0.025875285151951224
USD,2022-05-13 23:11:40.044820,0.025765982771152763
USD,2022-05-16 23:11:40.044820,0.025746410127410267
USD,2022-05-17 23:11:40.044820,0.0258031746227888
USD,2022-05-18 23:11:40.044820,0.025921180851254947
USD,2022-05-19 23:11:40.044820,0.02454444810436968
USD,2022-05-20 23:11:40.044820,0.023994969545891035
USD,2022-05-23 23:11:40.044820,0.023882658527496124
USD,2022-05-24 23:11:40.044820,0.025257326314000437
USD,2022-05-25 23:11:40.044820,0.02591978200920489
USD,2022-05-26 23:11:40.044820,0.02526710619117504
USD,2022-05-27 23:11:40.044820,0.026523274055105444
USD,2022-05-30 23:11:40.044820,0.02731119150575294
USD,2022-05-31 23:11:40.044820,0.026399876873040212
USD,2022-06-01 23:11:40.044820,0.027721712253915388
USD,2022-06-02 23:11:40.044820,0.02557764786139985
USD,2022-06-03 23:11:40.044820,0.025632067557422263
USD,2022-06-06 23:11:40.044820,0.027284011712979134
USD,2022-06-07 23:11:40.044820,0.02623565731990972
USD,2022-06-08 23:11:40.044820,0.02619430814549091
USD,2022-06-09 23:11:40.044820,0.027924163217244325
USD,2022-06-10 23:11:40.044820,0.02793935299031288
USD,2022-06-13 23:11:40.044820,0.028320246287606956
USD,2022-06-14 23:11:40.044820,0.02893856543819218
USD,2022-06-15 23:11:40.044820,0.03103293983416549
USD,2022-06-16 23:11:40.044820,0.029961897457113213
USD,2022-06-17 23:11:40.044820,0.028570215780512345
USD,2022-06-20 23:11:40.044820,0.030656804119195802
USD,2022-06-21 23:11:40.044820,0.03095639354631482
USD,2022-06-22 23:11:40.044820,0.029685247676779505
USD,2022-06-23 23:11:40.044820,0.029733056638073036
USD,2022-06-24 23:11:40.044820,0.030880341162307326
USD,2022-06-27 23:11:40.044820,0.030844871728118454
USD,2022-06-28 23:11:40.044820,0.032080699458383315
USD,2022-06-29 23:11:40.044820,0.03130643002380566
USD,2022-06-30 23:11:40.044820,0.03152619246110455
USD,2022-07-01 23:11:40.044820,0.029114205734336124
USD,2022-07-04 23:11:40.044820,0.028781751557483307
USD,2022-07-05 23:11:40.044820,0.027634101408129944
USD,2022-07-06 23:11:40.044820,0.029545542569734375
USD,2022-07-07 23:11:40.044820,0.03028406029419422
USD,2022-07-08 23:11:40.044820,0.031326992111522775
USD,2022-07-11 23:11:40.044820,0.03164683287121269
USD,2022-07-12 23:11:40.044820,0.03074370879943567
USD,2022-07-13 23:11:40.044820,0.02999210564573811
USD,2022-07-14 23:11:40.044820,0.029575677393523514
USD,2022-07-15 23:11:40.044820,0.02908344875007008
USD,2022-07-18 23:11:40.044820,0.028636179651881016
USD,2022-07-19 23:11:40.044820,0.03061892180506274
USD,2022-07-20 23:11:40.044820,0.029582175358327828
USD,2022-07-21 23:11:40.044820,0.028827310219525462
USD,2022-07-22 23:11:40.044820,0.02758311525425807
USD,2022-07-25 23:11:40.044820,0.028281665608001858
USD,2022-07-26 23:11:40.044820,0.02771893184385116
USD,2022-07-27 23:11:40.044820,0.026607192707605986
USD,2022-07-28 23:11:40.044820,0.028720100205097333
USD,2022-07-29 23:11:40.044820,0.028876009679884462
USD,2022-08-01 23:11:40.044820,0.029327406627583187
USD,2022-08-02 23:11:40.044820,0.03036989517365831
USD,2022-08-03 23:11:40.044820,0.031153815246810778
USD,2022-08-04 23:11:40.044820,0.031105541820271275
USD,2022-08-05 23:11:40.044820,0.031085155149577434
USD,2022-08-08 23:11:40.044820,0.0313796349712218
USD,2022-08-09 23:11:40.044820,0.03160406088711739
USD,2022-08-10 23:11:40.044820,0.03064955649084832
USD,2022-08-11 23:11:40.044820,0.031176270926254898
USD,2022-08-12 23:11:40.044820,0.03057267880372363
USD,2022-08-15 23:11:40.044820,0.03166375611931753
USD,2022-08-16 23:11:40.044820,0.0335454454559826
USD,2022-08-17 23:11:40.044820,0.03432725854090652
USD,2022-08-18 23:11:40.044820,0.0355770235985595
USD,2022-08-19 23:11:40.044820,0.03615490585840724
USD,2022-08-22 23:11:40.044820,0.03599842310789949
USD,2022-08-23 23:11:40.044820,0.03282634250450444
USD,2022-08-24 23:11:40.044820,0.030607536521828033
USD,2022-08-25 23:11:40.044820,0.02992501873250162
USD,2022-08-26 23:11:40.044820,0.029299985230639307
USD,2022-08-29 23:11:40.044820,0.030488185329289583
USD,2022-08-30 23:11:40.044820,0.029745902860428976
USD,2022-08-31 23:11:40.044820,0.0290341249671908
USD,2022-09-01 23:11:40.044820,0.028023194839842308
USD,2022-09-02 23:11:40.044820,0.026684984045281707
USD,2022-09-05 23:11:40.044820,0.02685143696302554
USD,2022-09-06 23:11:40.044820,0.029252865438340166
USD,2022-09-07 23:11:40.044820,0.02842458378752427
USD,2022-09-08 23:11:40.044820,0.028305132514345993
USD,2022-09-09 23:11:40.044820,0.029202866630541502
USD,2022-09-12 23:11:40.044820,0.028827305621030325
USD,2022-09-13 23:11:40.044820,0.02802387423452361
USD,2022-09-14 23:11:40.044820,0.028480906616007585
USD,2022-09-15 23:11:40.044820,0.02850769632163041
USD,2022-09-16 23:11:40.044820,0.028530952918785393
USD,2022-09-19 23:11:40.044820,0.027153953832639827
USD,2022-09-20 23:11:40.044820,0.02716627200748987
USD,2022-09-21 23:11:40.044820,0.02713408278837605
USD,2022-09-22 23:11:40.044820,0.026947370531869106
USD,2022-09-23 23:11:40.044820,0.027731129156903053
USD,2022-09-26 23:11:40.044820,0.027480318272784313
USD,2022-09-27 23:11:40.044820,0.026156846007847744
USD,2022-09-28 23:11:40.044820,0.02637283720023243
USD,2022-09-29 23:11:40.044820,0.025289892354225678
USD,2022-09-30 23:11:40.044820,0.024393284855549535
USD,2022-10-03 23:11:40.044820,0.024149585968934413
USD,2022-10-04 23:11:40.044820,0.02217712872503317
USD,2022-10-05 23:11:40.044820,0.023229159024123543
USD,2022-10-06 23:11:40.044820,0.022592911472486793
USD,2022-10-07 23:11:40.044820,0.023206856528410546
USD,2022-10-10 23:11:40.044820,0.022972705044318423
USD,2022-10-11 23:11:40.044820,0.02365388824334997
USD,2022-10-12 23:11:40.044820,0.0222165069615434
USD,2022-10-13 23:11:40.044820,0.022366305670186697
USD,2022-10-14 23:11:40.044820,0.023623042237748616
USD,2022-10-17 23:11:40.044820,0.022124904912448402
USD,2022-10-18 23:11:40.044820,0.023150539171753727
USD,2022-10-19 23:11:40.044820,0.02374667105250531
USD,2022-10-20 23:11:40.044820,0.023532022765997845
USD,2022-10-21 23:11:40.044820,0.024761288799228454
USD,2022-10-24 23:11:40.044820,0.02497606697415463
USD,2022-10-25 23:11:40.044820,0.023775820725988033
USD,2022-10-26 23:11:40.044820,0.024343954147125615
USD,2022-10-27 23:11:40.044820,0.023634736060942785
USD,2022-10-28 23:11:40.044820,0.023961586083302854
USD,2022-10-31 23:11:40.044820,0.023302947291371428
USD,2022-11-01 23:11:40.044820,0.021463515191283138
USD,2022-11-02 23:11:40.044820,0.02092023205017593
USD,2022-11-03 23:11:40.044820,0.02154782652646816
USD,2022-11-04 23:11:40.044820,0.01993375164613082
USD,2022-11-07 23:11:40.044820,0.021545296903734728
USD,2022-11-08 23:11:40.044820,0.021664164631971503
USD,2022-11-09 23:11:40.044820,0.022464866024474093
USD,2022-11-10 23:11:40.044820,0.022995987803137607
USD,2022-11-11 23:11:40.044820,0.023987814130781288
USD,2022-11-14 23:11:40.044820,0.023607329884987326
USD,2022-11-15 23:11:40.044820,0.02230908574004651
USD,2022-11-16 23:11:40.044820,0.021277627017192262
USD,2022-11-17 23:11:40.044820,0.021747519510682486
USD,2022-11-18 23:11:40.044820,0.021119434557200598
USD,2022-11-21 23:11:40.044820,0.021526450832085216
USD,2022-11-22 23:11:40.044820,0.021625883982839617
USD,2022-11-23 23:11:40.044820,0.022747789416874394
USD,2022-11-24 23:11:40.044820,0.021970627610435424
USD,2022-11-25 23:11:40.044820,0.02000920833571578
USD,2022-11-28 23:11:40.044820,0.021137312874109224
USD,2022-11-29 23:11:40.044820,0.02124201552326931
USD,2022-11-30 23:11:40.044820,0.019239102416283058
USD,2022-12-01 23:11:40.044820,0.018806896845631634
USD,2022-12-02 23:11:40.044820,0.02119527938157779
USD,2022-12-05 23:11:40.044820,0.019654662759719426
USD,2022-12-06 23:11:40.044820,0.02087849398865585
